2022-09-10T00:00:46, 108
2022-09-10T00:05:22, 102
2022-09-10T00:10:13, 104
2022-09-10T00:15:45, 111
2022-09-10T00:20:47, 109
2022-09-10T00:25:30, 95
2022-09-10T00:30:02, 104
2022-09-10T00:35:47, 99
2022-09-10T00:40:25, 99
2022-09-10T00:45:40, 102
2022-09-10T00:50:59, 100
2022-09-10T00:55:39, 107
2022-09-10T01:00:45, 103
2022-09-10T01:05:52, 100
2022-09-10T01:10:59, 102
2022-09-10T01:15:13, 101
2022-09-10T01:20:30, 107
2022-09-10T01:25:39, 98
2022-09-10T01:30:30, 101
2022-09-10T01:35:45, 95
2022-09-10T01:40:00, 87
2022-09-10T01:45:35, 103
2022-09-10T01:50:46, 104
2022-09-10T01:55:03, 96
2022-09-10T02:00:45, 111
2022-09-10T02:05:13, 92
2022-09-10T02:10:09, 100
2022-09-10T02:15:23, 99
2022-09-10T02:20:08, 107
2022-09-10T02:25:45, 107
2022-09-10T02:30:47, 100
2022-09-10T02:35:58, 101
2022-09-10T02:40:16, 95
2022-09-10T02:45:37, 90
2022-09-10T02:50:38, 98
2022-09-10T02:55:45, 100
2022-09-10T03:00:53, 106
2022-09-10T03:05:57, 106
2022-09-10T03:10:34, 98
2022-09-10T03:15:44, 98
2022-09-10T03:20:07, 94
2022-09-10T03:25:58, 92
2022-09-10T03:30:31, 91
2022-09-10T03:35:06, 109
2022-09-10T03:40:43, 97
2022-09-10T03:45:09, 97
2022-09-10T03:50:27, 93
2022-09-10T03:55:10, 103
2022-09-10T04:00:07, 91
2022-09-10T04:05:43, 98
2022-09-10T04:10:24, 95
2022-09-10T04:15:15, 101
2022-09-10T04:20:31, 97
2022-09-10T04:25:35, 94
2022-09-10T04:30:35, 99
2022-09-10T04:35:38, 102
2022-09-10T04:40:25, 100
2022-09-10T04:45:09, 101
2022-09-10T04:50:46, 96
2022-09-10T04:55:39, 98
2022-09-10T05:00:59, 96
2022-09-10T05:05:30, 98
2022-09-10T05:10:29, 95
2022-09-10T05:15:19, 91
2022-09-10T05:20:33, 100
2022-09-10T05:25:14, 97
2022-09-10T05:30:07, 91
2022-09-10T05:35:37, 102
2022-09-10T05:40:16, 95
2022-09-10T05:45:41, 100
2022-09-10T05:50:54, 103
2022-09-10T05:55:11, 100
2022-09-10T06:00:26, 105
2022-09-10T06:05:28, 93
2022-09-10T06:10:06, 102
2022-09-10T06:15:23, 96
2022-09-10T06:20:17, 95
2022-09-10T06:25:28, 97
2022-09-10T06:30:46, 98
2022-09-10T06:35:40, 100
2022-09-10T06:40:35, 94
2022-09-10T06:45:28, 104
2022-09-10T06:50:51, 102
2022-09-10T06:55:17, 92
2022-09-10T07:00:50, 107
2022-09-10T07:05:50, 109
2022-09-10T07:10:29, 105
2022-09-10T07:15:12, 99
2022-09-10T07:20:21, 94
2022-09-10T07:25:46, 105
2022-09-10T07:30:05, 97
2022-09-10T07:35:42, 106
2022-09-10T07:40:04, 101
2022-09-10T07:45:42, 104
2022-09-10T07:50:57, 101
2022-09-10T07:55:24, 103
2022-09-10T08:00:07, 100
2022-09-10T08:05:25, 108
2022-09-10T08:10:39, 100
2022-09-10T08:15:14, 102
2022-09-10T08:20:44, 109
2022-09-10T08:25:17, 93
2022-09-10T08:30:03, 93
2022-09-10T08:35:29, 104
2022-09-10T08:40:54, 94
2022-09-10T08:45:45, 109
2022-09-10T08:50:35, 97
2022-09-10T08:55:33, 96
2022-09-10T09:00:20, 109
2022-09-10T09:05:22, 107
2022-09-10T09:10:50, 109
2022-09-10T09:15:46, 104
2022-09-10T09:20:26, 95
2022-09-10T09:25:56, 109
2022-09-10T09:30:02, 98
2022-09-10T09:35:43, 104
2022-09-10T09:40:43, 104
2022-09-10T09:45:44, 99
2022-09-10T09:50:46, 103
2022-09-10T09:55:18, 104
2022-09-10T10:00:02, 101
2022-09-10T10:05:48, 94
2022-09-10T10:10:01, 101
2022-09-10T10:15:58, 106
2022-09-10T10:20:18, 96
2022-09-10T10:25:00, 99
2022-09-10T10:30:49, 97
2022-09-10T10:35:15, 109
2022-09-10T10:40:14, 103
2022-09-10T10:45:17, 102
2022-09-10T10:50:42, 96
2022-09-10T10:55:50, 102
2022-09-10T11:00:45, 96
2022-09-10T11:05:10, 100
2022-09-10T11:10:16, 96
2022-09-10T11:15:44, 103
2022-09-10T11:20:42, 102
2022-09-10T11:25:04, 98
2022-09-10T11:30:40, 101
2022-09-10T11:35:10, 94
2022-09-10T11:40:36, 92
2022-09-10T11:45:54, 102
2022-09-10T11:50:54, 100
2022-09-10T11:55:55, 103
2022-09-10T12:00:52, 111
2022-09-10T12:05:26, 104
2022-09-10T12:10:46, 95
2022-09-10T12:15:11, 105
2022-09-10T12:20:48, 93
2022-09-10T12:25:54, 97
2022-09-10T12:30:32, 99
2022-09-10T12:35:11, 108
2022-09-10T12:40:44, 96
2022-09-10T12:45:01, 95
2022-09-10T12:50:08, 99
2022-09-10T12:55:06, 96
2022-09-10T13:00:35, 105
2022-09-10T13:05:13, 94
2022-09-10T13:10:28, 94
2022-09-10T13:15:42, 97
2022-09-10T13:20:25, 97
2022-09-10T13:25:27, 109
2022-09-10T13:30:18, 104
2022-09-10T13:35:22, 100
2022-09-10T13:40:42, 93
2022-09-10T13:45:10, 104
2022-09-10T13:50:57, 94
2022-09-10T13:55:23, 92
2022-09-10T14:00:43, 105
2022-09-10T14:05:57, 101
2022-09-10T14:10:30, 104
2022-09-10T14:15:46, 101
2022-09-10T14:20:03, 104
2022-09-10T14:25:06, 96
2022-09-10T14:30:03, 94
2022-09-10T14:35:36, 103
2022-09-10T14:40:16, 95
2022-09-10T14:45:16, 96
2022-09-10T14:50:35, 97
2022-09-10T14:55:57, 100
2022-09-10T15:00:18, 98
2022-09-10T15:05:42, 93
2022-09-10T15:10:39, 96
2022-09-10T15:15:41, 88
2022-09-10T15:20:47, 103
2022-09-10T15:25:42, 91
2022-09-10T15:30:26, 94
2022-09-10T15:35:22, 100
2022-09-10T15:40:31, 96
2022-09-10T15:45:36, 107
2022-09-10T15:50:44, 93
2022-09-10T15:55:14, 101
2022-09-10T16:00:37, 99
2022-09-10T16:05:13, 94
2022-09-10T16:10:27, 102
2022-09-10T16:15:27, 99
2022-09-10T16:20:48, 103
2022-09-10T16:25:55, 104
2022-09-10T16:30:47, 110
2022-09-10T16:35:21, 106
2022-09-10T16:40:49, 98
2022-09-10T16:45:29, 98
2022-09-10T16:50:45, 105
2022-09-10T16:55:50, 103
2022-09-10T17:00:10, 103
2022-09-10T17:05:49, 91
2022-09-10T17:10:42, 99
2022-09-10T17:15:49, 96
2022-09-10T17:20:42, 101
2022-09-10T17:25:33, 99
2022-09-10T17:30:36, 104
2022-09-10T17:35:33, 101
2022-09-10T17:40:23, 103
2022-09-10T17:45:55, 97
2022-09-10T17:50:10, 95
2022-09-10T17:55:55, 97
2022-09-10T18:00:22, 99
2022-09-10T18:05:29, 101
2022-09-10T18:10:02, 111
2022-09-10T18:15:35, 99
2022-09-10T18:20:24, 95
2022-09-10T18:25:09, 98
2022-09-10T18:30:34, 97
2022-09-10T18:35:32, 102
2022-09-10T18:40:41, 92
2022-09-10T18:45:49, 100
2022-09-10T18:50:23, 100
2022-09-10T18:55:31, 101
2022-09-10T19:00:00, 97
2022-09-10T19:05:58, 98
2022-09-10T19:10:05, 92
2022-09-10T19:15:17, 97
2022-09-10T19:20:35, 97
2022-09-10T19:25:46, 102
2022-09-10T19:30:52, 94
2022-09-10T19:35:52, 103
2022-09-10T19:40:02, 107
2022-09-10T19:45:28, 89
2022-09-10T19:50:50, 102
2022-09-10T19:55:43, 103
2022-09-10T20:00:14, 96
2022-09-10T20:05:16, 98
2022-09-10T20:10:28, 99
2022-09-10T20:15:08, 98
2022-09-10T20:20:47, 98
2022-09-10T20:25:57, 91
2022-09-10T20:30:07, 105
2022-09-10T20:35:49, 105
2022-09-10T20:40:50, 95
2022-09-10T20:45:28, 92
2022-09-10T20:50:23, 102
2022-09-10T20:55:08, 97
2022-09-10T21:00:12, 100
2022-09-10T21:05:53, 98
2022-09-10T21:10:20, 103
2022-09-10T21:15:58, 103
2022-09-10T21:20:53, 96
2022-09-10T21:25:25, 93
2022-09-10T21:30:30, 92
2022-09-10T21:35:31, 103
2022-09-10T21:40:21, 94
2022-09-10T21:45:30, 97
2022-09-10T21:50:03, 97
2022-09-10T21:55:22, 99
2022-09-10T22:00:13, 90
2022-09-10T22:05:48, 100
2022-09-10T22:10:43, 102
2022-09-10T22:15:55, 100
2022-09-10T22:20:02, 98
2022-09-10T22:25:28, 100
2022-09-10T22:30:52, 101
2022-09-10T22:35:29, 86
2022-09-10T22:40:34, 109
2022-09-10T22:45:25, 101
2022-09-10T22:50:21, 96
2022-09-10T22:55:53, 98
2022-09-10T23:00:07, 102
2022-09-10T23:05:02, 99
2022-09-10T23:10:47, 89
2022-09-10T23:15:16, 110
2022-09-10T23:20:16, 99
2022-09-10T23:25:45, 105
2022-09-10T23:30:30, 96
2022-09-10T23:35:35, 107
2022-09-10T23:40:01, 101
2022-09-10T23:45:41, 103
2022-09-10T23:50:26, 94
2022-09-10T23:55:48, 106
2022-09-11T00:00:57, 103
2022-09-11T00:05:56, 106
2022-09-11T00:10:42, 96
2022-09-11T00:15:42, 97
2022-09-11T00:20:14, 111
2022-09-11T00:25:56, 94
2022-09-11T00:30:00, 99
2022-09-11T00:35:45, 105
2022-09-11T00:40:39, 100
2022-09-11T00:45:44, 102
2022-09-11T00:50:53, 98
2022-09-11T00:55:27, 101
2022-09-11T01:00:13, 93
2022-09-11T01:05:33, 108
2022-09-11T01:10:23, 99
2022-09-11T01:15:31, 96
2022-09-11T01:20:37, 103
2022-09-11T01:25:18, 97
2022-09-11T01:30:15, 93
2022-09-11T01:35:26, 93
2022-09-11T01:40:57, 103
2022-09-11T01:45:03, 99
2022-09-11T01:50:07, 99
2022-09-11T01:55:53, 105
2022-09-11T02:00:59, 94
2022-09-11T02:05:11, 96
2022-09-11T02:10:33, 98
2022-09-11T02:15:08, 100
2022-09-11T02:20:04, 99
2022-09-11T02:25:44, 98
2022-09-11T02:30:24, 99
2022-09-11T02:35:10, 99
2022-09-11T02:40:28, 96
2022-09-11T02:45:52, 95
2022-09-11T02:50:32, 101
2022-09-11T02:55:14, 95
2022-09-11T03:00:43, 94
2022-09-11T03:05:08, 98
2022-09-11T03:10:09, 99
2022-09-11T03:15:50, 111
2022-09-11T03:20:46, 96
2022-09-11T03:25:35, 104
2022-09-11T03:30:02, 103
2022-09-11T03:35:42, 94
2022-09-11T03:40:29, 103
2022-09-11T03:45:40, 94
2022-09-11T03:50:29, 86
2022-09-11T03:55:56, 103
2022-09-11T04:00:09, 91
2022-09-11T04:05:32, 102
2022-09-11T04:10:05, 96
2022-09-11T04:15:36, 108
2022-09-11T04:20:25, 105
2022-09-11T04:25:42, 97
2022-09-11T04:30:34, 96
2022-09-11T04:35:01, 93
2022-09-11T04:40:59, 97
2022-09-11T04:45:59, 98
2022-09-11T04:50:41, 98
2022-09-11T04:55:14, 100
2022-09-11T05:00:00, 102
2022-09-11T05:05:15, 101
2022-09-11T05:10:09, 96
2022-09-11T05:15:55, 92
2022-09-11T05:20:32, 106
2022-09-11T05:25:13, 96
2022-09-11T05:30:16, 96
2022-09-11T05:35:03, 97
2022-09-11T05:40:38, 90
2022-09-11T05:45:53, 97
2022-09-11T05:50:11, 97
2022-09-11T05:55:45, 103
2022-09-11T06:00:16, 103
2022-09-11T06:05:57, 100
2022-09-11T06:10:14, 104
2022-09-11T06:15:49, 101
2022-09-11T06:20:36, 99
2022-09-11T06:25:37, 100
2022-09-11T06:30:27, 99
2022-09-11T06:35:01, 98
2022-09-11T06:40:02, 98
2022-09-11T06:45:01, 94
2022-09-11T06:50:01, 101
2022-09-11T06:55:36, 95
2022-09-11T07:00:36, 104
2022-09-11T07:05:34, 98
2022-09-11T07:10:05, 100
2022-09-11T07:15:37, 102
2022-09-11T07:20:35, 103
2022-09-11T07:25:14, 92
2022-09-11T07:30:56, 98
2022-09-11T07:35:10, 104
2022-09-11T07:40:52, 91
2022-09-11T07:45:08, 101
2022-09-11T07:50:19, 88
2022-09-11T07:55:22, 94
2022-09-11T08:00:10, 100
2022-09-11T08:05:16, 91
2022-09-11T08:10:29, 95
2022-09-11T08:15:59, 92
2022-09-11T08:20:54, 108
2022-09-11T08:25:56, 100
2022-09-11T08:30:47, 102
2022-09-11T08:35:07, 98
2022-09-11T08:40:29, 98
2022-09-11T08:45:08, 91
2022-09-11T08:50:26, 98
2022-09-11T08:55:30, 96
2022-09-11T09:00:00, 104
2022-09-11T09:05:12, 105
2022-09-11T09:10:05, 107
2022-09-11T09:15:54, 104
2022-09-11T09:20:48, 97
2022-09-11T09:25:22, 94
2022-09-11T09:30:42, 103
2022-09-11T09:35:41, 101
2022-09-11T09:40:34, 91
2022-09-11T09:45:39, 101
2022-09-11T09:50:25, 104
2022-09-11T09:55:58, 100
2022-09-11T10:00:12, 99
2022-09-11T10:05:43, 95
2022-09-11T10:10:18, 92
2022-09-11T10:15:43, 104
2022-09-11T10:20:44, 98
2022-09-11T10:25:19, 98
2022-09-11T10:30:53, 108
2022-09-11T10:35:26, 103
2022-09-11T10:40:22, 101
2022-09-11T10:45:11, 100
2022-09-11T10:50:56, 107
2022-09-11T10:55:24, 108
2022-09-11T11:00:07, 104
2022-09-11T11:05:22, 102
2022-09-11T11:10:42, 89
2022-09-11T11:15:12, 100
2022-09-11T11:20:53, 99
2022-09-11T11:25:36, 100
2022-09-11T11:30:33, 104
2022-09-11T11:35:42, 86
2022-09-11T11:40:43, 97
2022-09-11T11:45:02, 101
2022-09-11T11:50:08, 97
2022-09-11T11:55:34, 92
2022-09-11T12:00:31, 104
2022-09-11T12:05:44, 101
2022-09-11T12:10:33, 95
2022-09-11T12:15:11, 101
2022-09-11T12:20:58, 104
2022-09-11T12:25:04, 100
2022-09-11T12:30:57, 104
2022-09-11T12:35:21, 100
2022-09-11T12:40:53, 98
2022-09-11T12:45:06, 94
2022-09-11T12:50:39, 99
2022-09-11T12:55:25, 100
2022-09-11T13:00:35, 104
2022-09-11T13:05:20, 99
2022-09-11T13:10:51, 102
2022-09-11T13:15:55, 95
2022-09-11T13:20:10, 96
2022-09-11T13:25:21, 99
2022-09-11T13:30:29, 94
2022-09-11T13:35:32, 104
2022-09-11T13:40:57, 102
2022-09-11T13:45:34, 101
2022-09-11T13:50:04, 101
2022-09-11T13:55:50, 110
2022-09-11T14:00:20, 97
2022-09-11T14:05:30, 88
2022-09-11T14:10:46, 100
2022-09-11T14:15:14, 99
2022-09-11T14:20:27, 97
2022-09-11T14:25:54, 95
2022-09-11T14:30:37, 97
2022-09-11T14:35:51, 100
2022-09-11T14:40:13, 97
2022-09-11T14:45:18, 112
2022-09-11T14:50:30, 95
2022-09-11T14:55:33, 96
2022-09-11T15:00:15, 88
2022-09-11T15:05:37, 101
2022-09-11T15:10:42, 89
2022-09-11T15:15:53, 97
2022-09-11T15:20:48, 98
2022-09-11T15:25:04, 96
2022-09-11T15:30:22, 108
2022-09-11T15:35:13, 104
2022-09-11T15:40:07, 106
2022-09-11T15:45:10, 95
2022-09-11T15:50:43, 105
2022-09-11T15:55:48, 102
2022-09-11T16:00:00, 103
2022-09-11T16:05:03, 105
2022-09-11T16:10:23, 95
2022-09-11T16:15:12, 97
2022-09-11T16:20:49, 104
2022-09-11T16:25:32, 86
2022-09-11T16:30:18, 107
2022-09-11T16:35:55, 102
2022-09-11T16:40:56, 99
2022-09-11T16:45:13, 101
2022-09-11T16:50:17, 94
2022-09-11T16:55:25, 98
2022-09-11T17:00:31, 105
2022-09-11T17:05:30, 106
2022-09-11T17:10:24, 113
2022-09-11T17:15:54, 99
2022-09-11T17:20:47, 96
2022-09-11T17:25:48, 97
2022-09-11T17:30:08, 94
2022-09-11T17:35:20, 99
2022-09-11T17:40:47, 101
2022-09-11T17:45:54, 99
2022-09-11T17:50:01, 105
2022-09-11T17:55:11, 98
2022-09-11T18:00:58, 98
2022-09-11T18:05:33, 97
2022-09-11T18:10:10, 91
2022-09-11T18:15:58, 92
2022-09-11T18:20:35, 94
2022-09-11T18:25:43, 106
2022-09-11T18:30:42, 104
2022-09-11T18:35:07, 106
2022-09-11T18:40:05, 93
2022-09-11T18:45:14, 90
2022-09-11T18:50:24, 96
2022-09-11T18:55:20, 100
2022-09-11T19:00:42, 102
2022-09-11T19:05:05, 105
2022-09-11T19:10:47, 101
2022-09-11T19:15:35, 108
2022-09-11T19:20:15, 98
2022-09-11T19:25:00, 95
2022-09-11T19:30:15, 91
2022-09-11T19:35:06, 95
2022-09-11T19:40:30, 101
2022-09-11T19:45:54, 95
2022-09-11T19:50:54, 104
